X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16
3,729247699	1,44391232	0,68473037	0,444491508	0,64666545	1,055708638	1,339575464	1,090152306	0,557363905	0,32940196	0,349354343	0,306920537	0,203153631	0,158882496	0,088986005	0,050548914
1,352092416	6,021532531	1,565180721	0,474568354	0,292888158	0,719755977	1,106540653	1,130590783	0,841218943	0,358822172	0,238605967	0,232175219	0,193509789	0,139523288	0,062995396	0,048583807
0,436089577	2,27318362	8,797708706	1,186262976	0,495018136	0,437208728	0,673407056	0,939050494	1,001286618	0,55131193	0,296156886	0,164604661	0,108953426	0,112643194	0,077577415	0,061892857
0,254296389	0,596837993	3,355007433	10,7969842	1,886274	0,918146376	0,715568543	0,927779374	1,030405894	0,933695416	0,497352923	0,217703479	0,096075398	0,069752027	0,037837678	0,026498978
0,4149115	0,336416318	0,458435935	3,192941581	4,717548812	2,104243242	1,34748621	1,118120298	0,91438584	1,032022673	0,720215202	0,391911657	0,112744078	0,055405685	0,055121519	0,044993125
0,807328759	0,451651775	0,269269064	1,030119046	2,450460832	3,542035648	1,979864713	1,448606805	1,134782306	0,915135955	0,87180266	0,473936611	0,15707864	0,064229056	0,029841815	0,022636482
0,948685582	1,245940144	0,946631857	0,608845064	1,213263036	1,994726274	2,87332294	1,919227073	1,346890713	0,996255686	0,771441285	0,548925513	0,228907772	0,102303002	0,050011909	0,043244403
0,853181191	1,291882028	1,103967317	0,840433196	0,800048231	1,423767626	1,80464002	2,618057876	1,799916603	1,112986887	0,796126188	0,437146709	0,241529319	0,157201813	0,083016277	0,031930339
0,459092362	0,833504447	1,057618601	1,161277721	0,908091077	1,150743049	1,486044478	1,62742318	2,095445515	1,323910513	0,922581824	0,342215747	0,167232226	0,10541347	0,06473872	0,030892607
0,421598073	0,601784474	0,737476371	1,440725298	0,850007077	0,930731392	1,11363654	1,239289517	1,243854245	1,436087537	0,863251165	0,404019518	0,122129193	0,066376306	0,056252757	0,05286635
0,391602244	0,662140213	0,945207553	1,226352015	0,982835451	1,233692497	1,128001691	1,056116173	1,327436868	1,369482205	1,286807287	0,668056532	0,192533127	0,083411512	0,057861577	0,053832936
0,799141147	0,938524373	0,775775308	0,967895288	0,798303669	1,228305104	1,267933317	0,935854297	0,951034339	0,805378562	0,935041174	0,943659044	0,361545935	0,164176338	0,071288098	0,054137884
0,743122067	0,706610612	0,477898227	0,599998769	0,477064604	0,67258346	0,795253187	0,794702794	0,512526862	0,388705303	0,397344703	0,500694356	0,575519204	0,293377021	0,138704482	0,054247622
0,516175136	0,775478082	0,645288169	0,349758624	0,378324467	0,480936731	0,727917049	0,755038024	0,584497908	0,28326676	0,292849091	0,368519901	0,386102558	0,564968617	0,190981364	0,077140528
0,229716185	0,675710696	0,608569677	0,546556317	0,202543144	0,36243081	0,34444301	0,615668158	0,588635541	0,458824108	0,333719781	0,253933727	0,387312382	0,386712996	0,463590424	0,18472885
0,41319675	0,563962566	0,848117627	0,691883754	0,230693375	0,230989217	0,340098518	0,53524936	0,557958465	0,539778353	0,507338339	0,266425922	0,163294081	0,261566159	0,210687244	0,240933778
